Platform,Genre,Global_Sales
PS2,Shooter,0.46
PS3,Sports,0.46
XOne,Sports,0.46
2600,Action,0.46
PS2,Action,0.46
PS2,Misc,0.46
GBA,Action,0.46
GBA,Racing,0.46
PS3,Action,0.46
PS3,Simulation,0.46
DS,Fighting,0.46
Wii,Sports,0.46
DS,Misc,0.46
XOne,Action,0.46
DS,Misc,0.46
PS2,Platform,0.46
PS2,Misc,0.46
X360,Strategy,0.46
PSP,Action,0.46
X360,Action,0.46
X360,Action,0.46
PS,Racing,0.46
Wii,Action,0.46
PSV,Role-Playing,0.46
PS,Fighting,0.46
PS2,Shooter,0.46
PSP,Racing,0.46
X360,Sports,0.46
X360,Racing,0.46
SNES,Shooter,0.46
PS2,Role-Playing,0.46
X360,Platform,0.46
GBA,Role-Playing,0.46
PS3,Role-Playing,0.46
Wii,Adventure,0.46
3DS,Puzzle,0.46
X360,Action,0.46
XB,Sports,0.46
Wii,Misc,0.46
PS,Simulation,0.46
Wii,Action,0.46
PS3,Shooter,0.46
PS3,Misc,0.46
PSV,Misc,0.46
PS3,Role-Playing,0.45
XOne,Action,0.45
PSP,Action,0.45
GBA,Platform,0.45
PSV,Role-Playing,0.45
PS,Shooter,0.45
3DS,Action,0.45
Wii,Adventure,0.45
SNES,Sports,0.45
PS4,Adventure,0.45
PS2,Sports,0.45
GC,Action,0.45
Wii,Platform,0.45
XB,Racing,0.45
SNES,Sports,0.45
DS,Puzzle,0.45
GC,Role-Playing,0.45
DS,Misc,0.45
PS2,Action,0.45
PSV,Shooter,0.45
Wii,Sports,0.45
3DS,Fighting,0.45
XB,Shooter,0.45
DS,Misc,0.45
PS2,Sports,0.45
PC,Action,0.45
Wii,Misc,0.45
X360,Sports,0.45
X360,Shooter,0.45
2600,Puzzle,0.45
PS,Sports,0.45
PS2,Shooter,0.45
PS,Sports,0.45
X360,Racing,0.45
PS2,Sports,0.45
X360,Fighting,0.45
XB,Shooter,0.45
Wii,Strategy,0.45
2600,Simulation,0.45
PS3,Action,0.45
X360,Shooter,0.45
DS,Misc,0.45
PS4,Shooter,0.45
Wii,Misc,0.45
PS3,Sports,0.45
PS,Action,0.45
DS,Action,0.45
Wii,Sports,0.45
GBA,Misc,0.45
PS3,Misc,0.45
PSV,Role-Playing,0.45
Wii,Action,0.45
PS2,Sports,0.45
PS4,Action,0.45
PS2,Action,0.45
SNES,Fighting,0.45
N64,Action,0.45
N64,Puzzle,0.45
PS3,Role-Playing,0.45
Wii,Simulation,0.45
3DS,Sports,0.45
Wii,Simulation,0.45
DS,Action,0.45
GBA,Fighting,0.45
PS2,Role-Playing,0.45
PS,Role-Playing,0.45
DS,Misc,0.45
X360,Fighting,0.45
GBA,Racing,0.45
X360,Action,0.45
2600,Action,0.45
PS,Action,0.45
X360,Action,0.45
PS2,Misc,0.45
PSP,Shooter,0.45
PS,Role-Playing,0.45
PS2,Misc,0.45
X360,Sports,0.45
PS2,Action,0.45
PS3,Sports,0.45
PS,Sports,0.45
XB,Fighting,0.45
X360,Sports,0.45
PSP,Strategy,0.45
GC,Sports,0.45
2600,Shooter,0.45
GC,Fighting,0.45
DS,Action,0.45
XB,Racing,0.45
PS,Racing,0.45
PS2,Racing,0.45
PS,Role-Playing,0.45
WiiU,Sports,0.45
Wii,Sports,0.45
2600,Action,0.45
PS2,Action,0.45
GBA,Sports,0.45
PSP,Platform,0.45
Wii,Misc,0.45
DS,Simulation,0.45
XOne,Misc,0.45
PS2,Misc,0.44
PS3,Shooter,0.44
PS2,Sports,0.44
PS2,Misc,0.44
XB,Sports,0.44
N64,Sports,0.44
PS2,Action,0.44
PS2,Misc,0.44
X360,Action,0.44
DS,Puzzle,0.44
PS2,Adventure,0.44
WiiU,Action,0.44
PS2,Action,0.44
XB,Role-Playing,0.44
Wii,Misc,0.44
X360,Action,0.44
PS3,Action,0.44
DS,Simulation,0.44
PS2,Action,0.44
XB,Action,0.44
X360,Action,0.44
XOne,Shooter,0.44
PS,Sports,0.44
XB,Sports,0.44
PS2,Shooter,0.44
Wii,Action,0.44
Wii,Action,0.44
XB,Action,0.44
GBA,Platform,0.44
PS,Shooter,0.44
X360,Racing,0.44
PS,Racing,0.44
PS3,Action,0.44
X360,Shooter,0.44
XB,Action,0.44
Wii,Misc,0.44
DS,Misc,0.44
X360,Shooter,0.44
PS2,Shooter,0.44
PS,Puzzle,0.44
PS,Role-Playing,0.44
SNES,Puzzle,0.44
NES,Puzzle,0.44
N64,Shooter,0.44
Wii,Shooter,0.44
Wii,Misc,0.44
PS3,Action,0.44
GC,Misc,0.44
PS2,Strategy,0.44
PS,Action,0.44
DS,Simulation,0.44
DS,Simulation,0.44
PSP,Strategy,0.44
XB,Racing,0.44
PS2,Sports,0.44
PS,Sports,0.44
GC,Fighting,0.44
DS,Action,0.44
GC,Platform,0.44
GBA,Action,0.44
2600,Puzzle,0.44
PS2,Misc,0.44
DS,Sports,0.44
X360,Action,0.44
PS3,Misc,0.44
GC,Shooter,0.44
GBA,Action,0.44
X360,Action,0.44
GC,Adventure,0.44
GBA,Action,0.44
PS2,Fighting,0.44
PS2,Misc,0.44
SAT,Adventure,0.44
Wii,Platform,0.44
PS2,Action,0.44
DS,Simulation,0.44
PS2,Sports,0.44
Wii,Misc,0.44
PS2,Action,0.44
PSP,Fighting,0.44
DS,Puzzle,0.44
XB,Simulation,0.44
Wii,Sports,0.44
GBA,Adventure,0.43
PS3,Role-Playing,0.43
3DS,Puzzle,0.43
DS,Misc,0.43
PS2,Action,0.43
N64,Sports,0.43
GBA,Racing,0.43
PS2,Action,0.43
PS,Shooter,0.43
XB,Sports,0.43
GBA,Simulation,0.43
PC,Sports,0.43
PS2,Action,0.43
PS4,Racing,0.43
DS,Misc,0.43
SAT,Platform,0.43
XB,Sports,0.43
PC,Shooter,0.43
XOne,Misc,0.43
Wii,Sports,0.43
PS2,Action,0.43
WiiU,Misc,0.43
PS,Sports,0.43
PS4,Action,0.43
PS2,Shooter,0.43
2600,Action,0.43
PS2,Role-Playing,0.43
DS,Role-Playing,0.43
GBA,Platform,0.43
GBA,Platform,0.43
SNES,Simulation,0.43
Wii,Sports,0.43
PS3,Role-Playing,0.43
X360,Shooter,0.43
GBA,Misc,0.43
PS2,Action,0.43
PS2,Action,0.43
Wii,Action,0.43
X360,Strategy,0.43
N64,Racing,0.43
N64,Platform,0.43
PC,Shooter,0.43
DS,Simulation,0.43
DS,Platform,0.43
Wii,Sports,0.43
PS2,Sports,0.43
Wii,Sports,0.43
PS2,Role-Playing,0.43
PS,Sports,0.43
DS,Adventure,0.43
PS2,Simulation,0.43
PS3,Simulation,0.43
PS3,Action,0.43
PSP,Role-Playing,0.43
PS2,Misc,0.43
PS2,Role-Playing,0.43
PC,Simulation,0.43
XOne,Action,0.43
GC,Sports,0.43
Wii,Racing,0.43
X360,Misc,0.43
GBA,Sports,0.43
WiiU,Shooter,0.43
PS3,Action,0.43
XB,Misc,0.43
DS,Shooter,0.43
Wii,Simulation,0.43
DS,Action,0.43
PS2,Action,0.43
PS,Sports,0.43
PS4,Action,0.43
PS2,Misc,0.43
PSP,Action,0.43
PSP,Racing,0.43
DS,Action,0.42
SAT,Role-Playing,0.42
PSP,Strategy,0.42
GC,Sports,0.42
DS,Action,0.42
PSP,Action,0.42
DS,Role-Playing,0.42
PS2,Platform,0.42
GBA,Role-Playing,0.42
PS3,Misc,0.42
PS2,Shooter,0.42
PS2,Sports,0.42
GC,Shooter,0.42
XB,Simulation,0.42
X360,Misc,0.42
PS2,Adventure,0.42
PS,Adventure,0.42
SNES,Action,0.42
PS,Action,0.42
3DS,Role-Playing,0.42
GC,Sports,0.42
X360,Sports,0.42
GBA,Platform,0.42
DS,Platform,0.42
Wii,Shooter,0.42
PSP,Strategy,0.42
PS,Simulation,0.42
PS2,Sports,0.42
PS,Sports,0.42
PSV,Role-Playing,0.42
DS,Action,0.42
DS,Simulation,0.42
DS,Action,0.42
PS,Racing,0.42
SAT,Role-Playing,0.42
XB,Sports,0.42
GBA,Misc,0.42
PS2,Racing,0.42
PS2,Action,0.42
PS2,Action,0.42
Wii,Platform,0.42
PS2,Racing,0.42
X360,Shooter,0.42
GBA,Action,0.42
DS,Fighting,0.42
GBA,Platform,0.42
PS,Racing,0.42
PSP,Sports,0.42
PS,Role-Playing,0.42
DS,Misc,0.42
PSP,Fighting,0.42
XB,Racing,0.42
PS2,Sports,0.42
DS,Adventure,0.42
PS2,Action,0.42
N64,Racing,0.42
N64,Sports,0.42
N64,Puzzle,0.42
N64,Sports,0.42
N64,Shooter,0.42
GC,Shooter,0.42
PS3,Misc,0.42
PS4,Action,0.42
PS2,Sports,0.42
XOne,Action,0.42
XB,Simulation,0.42
GC,Platform,0.42
X360,Simulation,0.42
SNES,Sports,0.42
GBA,Misc,0.42
PS2,Sports,0.42
DS,Misc,0.42
GC,Action,0.42
Wii,Adventure,0.42
PS2,Strategy,0.42
DS,Simulation,0.42
X360,Action,0.42
PS,Action,0.42
Wii,Racing,0.42
PS2,Shooter,0.42
GC,Puzzle,0.42
PS2,Action,0.42
PS3,Action,0.42
DS,Simulation,0.42
PS,Sports,0.42
GBA,Platform,0.42
XB,Shooter,0.42
Wii,Adventure,0.42
XB,Action,0.42
PSP,Action,0.42
PSP,Action,0.42
WiiU,Misc,0.42
3DS,Action,0.42
PS3,Action,0.42
Wii,Sports,0.42
PS3,Fighting,0.42
XB,Role-Playing,0.42
PSP,Sports,0.42
PS2,Action,0.42
PS,Adventure,0.42
PS,Fighting,0.42
PS2,Misc,0.42
PSP,Platform,0.42
PS2,Action,0.42
SAT,Fighting,0.42
PS3,Puzzle,0.42
XB,Simulation,0.42
X360,Shooter,0.41
PS2,Sports,0.41
PS2,Simulation,0.41
DS,Action,0.41
3DS,Action,0.41
PS2,Misc,0.41
GBA,Adventure,0.41
PS2,Sports,0.41
GBA,Adventure,0.41
PSV,Misc,0.41
PC,Role-Playing,0.41
PC,Action,0.41
PS2,Sports,0.41
DC,Racing,0.41
PS,Shooter,0.41
PS2,Action,0.41
PC,Shooter,0.41
PS3,Racing,0.41
PS2,Sports,0.41
PS,Misc,0.41
XB,Shooter,0.41
PSP,Fighting,0.41
PS,Sports,0.41
PS,Action,0.41
PS,Sports,0.41
PS3,Shooter,0.41
SAT,Action,0.41
X360,Action,0.41
PSP,Shooter,0.41
X360,Shooter,0.41
DS,Adventure,0.41
X360,Simulation,0.41
PS2,Platform,0.41
DS,Misc,0.41
DS,Platform,0.41
PS3,Fighting,0.41
PS2,Action,0.41
PSP,Action,0.41
SAT,Adventure,0.41
PS2,Adventure,0.41
Wii,Misc,0.41
Wii,Simulation,0.41
PS3,Action,0.41
PS,Racing,0.41
PSV,Action,0.41
Wii,Misc,0.41
PSP,Action,0.41
X360,Action,0.41
PS2,Adventure,0.41
Wii,Misc,0.41
PSP,Racing,0.41
X360,Simulation,0.41
PS,Strategy,0.41
DS,Action,0.41
NES,Puzzle,0.41
N64,Role-Playing,0.41
N64,Action,0.41
PS3,Sports,0.41
PS2,Action,0.41
PSV,Action,0.41
PS2,Role-Playing,0.41
PS,Simulation,0.41
Wii,Racing,0.41
Wii,Sports,0.41
X360,Misc,0.41
PS,Simulation,0.41
PS3,Action,0.41
PC,Shooter,0.41
Wii,Misc,0.41
PS3,Misc,0.41
PS2,Misc,0.41
WiiU,Action,0.41
Wii,Action,0.41
X360,Shooter,0.41
PS2,Simulation,0.41
PS2,Misc,0.41
GC,Fighting,0.41
Wii,Role-Playing,0.41
PS2,Action,0.41
PSP,Misc,0.41
PS,Misc,0.41
PS,Sports,0.41
PS2,Sports,0.41
GBA,Misc,0.41
Wii,Racing,0.41
X360,Action,0.41
Wii,Simulation,0.41
PS3,Fighting,0.41
X360,Misc,0.41
PC,Shooter,0.41
PSP,Misc,0.41
PS2,Role-Playing,0.41
SNES,Puzzle,0.41
PS2,Platform,0.41
SNES,Sports,0.41
PS2,Platform,0.41
XOne,Shooter,0.41
X360,Shooter,0.41
PS,Fighting,0.41
PS2,Action,0.41
PC,Action,0.41
PS3,Action,0.41
DS,Action,0.41
DS,Misc,0.41
PS2,Action,0.41
PS,Misc,0.4
PS,Sports,0.4
2600,Adventure,0.4
PS3,Misc,0.4
3DS,Simulation,0.4
X360,Action,0.4
2600,Action,0.4
Wii,Action,0.4
PSV,Misc,0.4
X360,Strategy,0.4
GC,Platform,0.4
PS3,Action,0.4
PS3,Sports,0.4
3DS,Action,0.4
WiiU,Role-Playing,0.4
PS3,Platform,0.4
GB,Role-Playing,0.4
PS2,Sports,0.4
PS2,Misc,0.4
PS2,Sports,0.4
Wii,Action,0.4
Wii,Misc,0.4
PS3,Action,0.4
2600,Action,0.4
PS2,Role-Playing,0.4
GC,Sports,0.4
DS,Strategy,0.4
DS,Action,0.4
PS2,Action,0.4
PSP,Fighting,0.4
PS2,Action,0.4
GBA,Action,0.4
PS,Strategy,0.4
GC,Strategy,0.4
PS,Sports,0.4
GC,Action,0.4
XOne,Misc,0.4
SNES,Fighting,0.4
XOne,Sports,0.4
Wii,Action,0.4
Wii,Action,0.4
PS3,Sports,0.4
XOne,Sports,0.4
SAT,Fighting,0.4
PS,Sports,0.4
PS3,Action,0.4
PS2,Platform,0.4
PSP,Misc,0.4
N64,Racing,0.4
N64,Racing,0.4
N64,Sports,0.4
N64,Fighting,0.4
PS2,Racing,0.4
PS2,Misc,0.4
PS,Platform,0.4
X360,Sports,0.4
DS,Adventure,0.4
PS2,Racing,0.4
PS2,Sports,0.4
X360,Action,0.4
PS2,Sports,0.4
PC,Action,0.4
GBA,Action,0.4
Wii,Action,0.4
XB,Racing,0.4
GC,Action,0.4
DS,Action,0.4
GC,Simulation,0.4
PS,Racing,0.4
GBA,Role-Playing,0.4
GBA,Action,0.4
DS,Puzzle,0.4
X360,Sports,0.4
X360,Fighting,0.4
WiiU,Sports,0.4
X360,Action,0.4
PS,Misc,0.4
SNES,Role-Playing,0.4
WiiU,Platform,0.4
PS3,Action,0.4
PS3,Action,0.4
GC,Shooter,0.4
XB,Sports,0.4
PS,Adventure,0.4
PS3,Simulation,0.4
PS2,Platform,0.4
PS,Strategy,0.4
PS2,Simulation,0.4
PS3,Sports,0.4
PC,Role-Playing,0.4
PS2,Strategy,0.4
GC,Shooter,0.4
DS,Action,0.4
DS,Role-Playing,0.4
X360,Adventure,0.4
X360,Action,0.4
SNES,Role-Playing,0.4
X360,Role-Playing,0.4
PS2,Racing,0.4
PS2,Fighting,0.39
PS3,Misc,0.39
PS2,Action,0.39
XB,Action,0.39
PS3,Racing,0.39
3DS,Action,0.39
PS2,Racing,0.39
PS3,Action,0.39
N64,Sports,0.39
Wii,Sports,0.39
PS3,Role-Playing,0.39
PS3,Action,0.39
Wii,Sports,0.39
DS,Racing,0.39
PSP,Role-Playing,0.39
PS,Racing,0.39
PS,Fighting,0.39
2600,Racing,0.39
PS2,Shooter,0.39
GBA,Action,0.39
Wii,Fighting,0.39
PS2,Sports,0.39
PSP,Action,0.39
XB,Shooter,0.39
Wii,Role-Playing,0.39
GBA,Role-Playing,0.39
PSP,Action,0.39
3DS,Sports,0.39
DS,Sports,0.39
X360,Shooter,0.39
PSP,Sports,0.39
2600,Action,0.39
DS,Misc,0.39
PSP,Platform,0.39
PS,Sports,0.39
DS,Misc,0.39
GC,Misc,0.39
PS4,Misc,0.39
PS3,Adventure,0.39
PS,Role-Playing,0.39
3DS,Role-Playing,0.39
X360,Shooter,0.39
PSV,Racing,0.39
DS,Racing,0.39
Wii,Adventure,0.39
DS,Platform,0.39
X360,Sports,0.39
3DS,Strategy,0.39
Wii,Misc,0.39
PC,Strategy,0.39
XB,Sports,0.39
PS3,Sports,0.39
GBA,Sports,0.39
N64,Sports,0.39
N64,Fighting,0.39
N64,Racing,0.39
N64,Action,0.39
PS3,Action,0.39
GC,Adventure,0.39
PC,Simulation,0.39
PS2,Misc,0.39
Wii,Misc,0.39
PS2,Fighting,0.39
PS2,Action,0.39
Wii,Misc,0.39
WiiU,Action,0.39
WiiU,Misc,0.39
SNES,Fighting,0.39
PS2,Sports,0.39
PS3,Role-Playing,0.39
DS,Adventure,0.39
PS3,Racing,0.39
Wii,Simulation,0.39
PS2,Misc,0.39
PS3,Sports,0.39
SNES,Fighting,0.39
X360,Simulation,0.39
GB,Role-Playing,0.39
Wii,Adventure,0.39
3DS,Sports,0.39
GBA,Simulation,0.39
PS2,Platform,0.39
PS3,Sports,0.39
SNES,Sports,0.39
PS2,Racing,0.39
XB,Shooter,0.39
DS,Misc,0.39
Wii,Sports,0.39
PS2,Sports,0.39
PS2,Misc,0.39
2600,Action,0.39
PS,Simulation,0.39
3DS,Action,0.39
X360,Action,0.39
DS,Action,0.39
Wii,Misc,0.39
GBA,Sports,0.39
DS,Misc,0.38
PS4,Action,0.38
PS2,Action,0.38
3DS,Action,0.38
DS,Role-Playing,0.38
PS,Sports,0.38
PS3,Sports,0.38
SNES,Sports,0.38
PS2,Role-Playing,0.38
GB,Platform,0.38
PS,Racing,0.38
PSV,Role-Playing,0.38
PS,Racing,0.38
DS,Simulation,0.38
XB,Sports,0.38
PS2,Action,0.38
Wii,Sports,0.38
Wii,Role-Playing,0.38
PS2,Strategy,0.38
WiiU,Action,0.38
PS3,Misc,0.38
Wii,Misc,0.38
PSV,Role-Playing,0.38
PS3,Sports,0.38
GBA,Platform,0.38
PSP,Fighting,0.38
PS2,Sports,0.38
GC,Shooter,0.38
X360,Shooter,0.38
DS,Simulation,0.38
PS2,Strategy,0.38
GBA,Action,0.38
PS2,Sports,0.38
PS2,Action,0.38
PS3,Sports,0.38
SAT,Role-Playing,0.38
3DS,Platform,0.38
PS3,Sports,0.38
GC,Fighting,0.38
PS3,Sports,0.38
PS,Sports,0.38
XOne,Racing,0.38
Wii,Action,0.38
PS,Action,0.38
PS,Strategy,0.38
PS2,Misc,0.38
PS2,Racing,0.38
3DS,Adventure,0.38
GC,Sports,0.38
PS2,Sports,0.38
PS4,Role-Playing,0.38
GBA,Action,0.38
3DS,Action,0.38
PS2,Strategy,0.38
DS,Misc,0.38
PS3,Sports,0.38
PS,Action,0.38
PS2,Role-Playing,0.38
PS2,Shooter,0.38
GB,Role-Playing,0.38
Wii,Sports,0.38
PS2,Platform,0.38
PS2,Action,0.38
PS2,Shooter,0.38
Wii,Sports,0.38
PS3,Fighting,0.38
PSP,Action,0.38
Wii,Racing,0.38
SAT,Simulation,0.38
PS,Action,0.38
DS,Misc,0.38
XB,Action,0.38
PS2,Racing,0.38
PS,Racing,0.38
SNES,Strategy,0.38
PSP,Sports,0.38
GC,Adventure,0.38
PSP,Misc,0.38
3DS,Role-Playing,0.38
PS,Racing,0.38
PS,Sports,0.38
WiiU,Action,0.38
PS3,Sports,0.38
PC,Action,0.38
PS4,Misc,0.38
PS2,Action,0.38
Wii,Simulation,0.38
2600,Puzzle,0.38
DS,Simulation,0.38
Wii,Misc,0.38
2600,Action,0.38
DS,Racing,0.38
PSV,Action,0.38
PS2,Misc,0.38
XB,Simulation,0.38
PS3,Fighting,0.38
PS2,Fighting,0.38
PC,Racing,0.38
DS,Platform,0.38
3DS,Sports,0.38
3DS,Role-Playing,0.38
DS,Role-Playing,0.38
Wii,Fighting,0.38
PS3,Shooter,0.38
PSP,Action,0.38
GC,Action,0.38
X360,Shooter,0.38
DS,Adventure,0.37
2600,Shooter,0.37
DS,Simulation,0.37
PS2,Fighting,0.37
DS,Simulation,0.37
WiiU,Sports,0.37
PS3,Shooter,0.37
DS,Fighting,0.37
PS3,Action,0.37
DS,Platform,0.37
PS,Fighting,0.37
DS,Action,0.37
X360,Misc,0.37
PS2,Sports,0.37
GC,Action,0.37
PS4,Adventure,0.37
X360,Role-Playing,0.37
XB,Sports,0.37
Wii,Sports,0.37
X360,Sports,0.37
PS,Shooter,0.37
PS2,Simulation,0.37
Wii,Action,0.37
PC,Shooter,0.37
PSP,Role-Playing,0.37
DS,Simulation,0.37
XOne,Action,0.37
GC,Platform,0.37
PS2,Sports,0.37
PS2,Sports,0.37
PSP,Action,0.37
PS2,Action,0.37
PS2,Sports,0.37
PSP,Sports,0.37
SNES,Sports,0.37
SAT,Shooter,0.37
Wii,Sports,0.37
PC,Shooter,0.37
PS2,Action,0.37
PS,Adventure,0.37
X360,Role-Playing,0.37
PSP,Racing,0.37
Wii,Sports,0.37
N64,Role-Playing,0.37
N64,Shooter,0.37
N64,Action,0.37
2600,Action,0.37
GC,Role-Playing,0.37
PSP,Action,0.37
PS3,Strategy,0.37
PSP,Action,0.37
PC,Strategy,0.37
GC,Action,0.37
DS,Puzzle,0.37
GBA,Sports,0.37
PS3,Platform,0.37
X360,Shooter,0.37
GBA,Adventure,0.37
PS4,Action,0.37
PSP,Role-Playing,0.37
PSP,Sports,0.37
SNES,Strategy,0.37
PS2,Sports,0.37
N64,Sports,0.37
3DS,Misc,0.37
DS,Simulation,0.37
SNES,Role-Playing,0.37
PS2,Role-Playing,0.37
Wii,Simulation,0.37
PC,Strategy,0.37
PC,Action,0.37
DC,Fighting,0.37
PS3,Action,0.37
GB,Strategy,0.37
PS4,Platform,0.37
PSV,Action,0.37
PS4,Misc,0.37
PC,Shooter,0.37
PS2,Simulation,0.37
PSP,Sports,0.37
Wii,Action,0.36
XB,Sports,0.36
DS,Racing,0.36
DS,Sports,0.36
GC,Shooter,0.36
SNES,Sports,0.36
PS2,Fighting,0.36
SAT,Adventure,0.36
X360,Action,0.36
PS2,Sports,0.36
DS,Puzzle,0.36
PS4,Action,0.36
SNES,Fighting,0.36
SNES,Fighting,0.36
PS2,Adventure,0.36
PS2,Sports,0.36
PS2,Action,0.36
PS2,Shooter,0.36
DS,Fighting,0.36
PSP,Role-Playing,0.36
PSP,Sports,0.36
X360,Action,0.36
X360,Sports,0.36
PSP,Platform,0.36
PS2,Simulation,0.36
PS2,Action,0.36
X360,Action,0.36
X360,Fighting,0.36
PS,Simulation,0.36
PS3,Shooter,0.36
GBA,Action,0.36
PS2,Role-Playing,0.36
Wii,Misc,0.36
PS,Action,0.36
GBA,Action,0.36
X360,Strategy,0.36
DS,Racing,0.36
Wii,Sports,0.36
WiiU,Action,0.36
SNES,Platform,0.36
PS,Sports,0.36
PS2,Sports,0.36
XB,Action,0.36
NES,Action,0.36
N64,Action,0.36
N64,Puzzle,0.36
N64,Action,0.36
PSV,Fighting,0.36
Wii,Sports,0.36
PS,Racing,0.36
PS3,Misc,0.36
GBA,Sports,0.36
Wii,Sports,0.36
XB,Simulation,0.36
PC,Action,0.36
GBA,Simulation,0.36
SNES,Role-Playing,0.36
WiiU,Shooter,0.36
PS,Racing,0.36
Wii,Sports,0.36
Wii,Fighting,0.36
X360,Misc,0.36
XB,Sports,0.36
DS,Racing,0.36
PS2,Fighting,0.36
X360,Misc,0.36
DS,Strategy,0.36
PS2,Sports,0.36
PS2,Sports,0.36
PS3,Action,0.36
PS3,Shooter,0.36
PSP,Strategy,0.36
Wii,Fighting,0.36
PS2,Platform,0.36
PS2,Role-Playing,0.36
PS,Simulation,0.36
PS3,Adventure,0.36
Wii,Misc,0.36
GBA,Strategy,0.36
PC,Action,0.36
Wii,Action,0.36
PC,Strategy,0.36
PS3,Shooter,0.36
Wii,Misc,0.36
PS,Fighting,0.36
2600,Action,0.36
Wii,Simulation,0.36
XB,Action,0.36
X360,Fighting,0.36
PSP,Role-Playing,0.36
PS,Racing,0.36
SNES,Platform,0.36
PS3,Misc,0.36
DS,Platform,0.36
PS2,Racing,0.36
PSP,Action,0.36
PS2,Sports,0.36
PSP,Sports,0.36
DC,Sports,0.36
DS,Adventure,0.36
PS,Racing,0.36
XB,Platform,0.36
DS,Adventure,0.35
PSP,Shooter,0.35
PS,Action,0.35
Wii,Simulation,0.35
GBA,Sports,0.35
XOne,Role-Playing,0.35
PS2,Sports,0.35
GC,Adventure,0.35
PS2,Role-Playing,0.35
GB,Puzzle,0.35
PS3,Action,0.35
Wii,Strategy,0.35
PS2,Sports,0.35
Wii,Misc,0.35
3DS,Action,0.35
PS3,Sports,0.35
PS2,Misc,0.35
PS3,Action,0.35
X360,Fighting,0.35
PS2,Action,0.35
GBA,Action,0.35
XB,Sports,0.35
X360,Shooter,0.35
PS2,Sports,0.35
3DS,Role-Playing,0.35
WiiU,Shooter,0.35
SNES,Action,0.35
DS,Action,0.35
SNES,Racing,0.35
PS2,Fighting,0.35
PS2,Racing,0.35
PS,Role-Playing,0.35
GBA,Action,0.35
DS,Fighting,0.35
PS3,Fighting,0.35
Wii,Misc,0.35
DS,Simulation,0.35
Wii,Adventure,0.35
Wii,Strategy,0.35
Wii,Action,0.35
DS,Platform,0.35
N64,Sports,0.35
PS3,Shooter,0.35
PS3,Sports,0.35
Wii,Action,0.35
X360,Strategy,0.35
PS2,Action,0.35
GC,Racing,0.35
GBA,Action,0.35
DS,Action,0.35
PS2,Platform,0.35
PS,Action,0.35
XB,Misc,0.35
X360,Fighting,0.35
PS3,Shooter,0.35
PS2,Sports,0.35
PS2,Misc,0.35
PS2,Fighting,0.35
X360,Racing,0.35
PSP,Strategy,0.35
PS3,Shooter,0.35
PS2,Shooter,0.35
PS,Role-Playing,0.35
PS2,Platform,0.35
PS2,Sports,0.35
PS2,Misc,0.35
GC,Sports,0.35
DS,Misc,0.35
PS2,Shooter,0.35
PS4,Simulation,0.35
PS2,Sports,0.35
PS,Racing,0.35
PS2,Role-Playing,0.35
X360,Action,0.35
PS,Role-Playing,0.35
SAT,Fighting,0.35
PS2,Platform,0.35
DS,Adventure,0.35
PSP,Sports,0.35
PS3,Racing,0.35
GC,Platform,0.35
PSP,Fighting,0.35
PS4,Misc,0.35
PS2,Adventure,0.35
DS,Action,0.35
X360,Sports,0.35
PS,Puzzle,0.34
DS,Simulation,0.34
GBA,Misc,0.34
PSP,Strategy,0.34
PSP,Action,0.34
GBA,Platform,0.34
PS2,Misc,0.34
PS2,Action,0.34
DC,Fighting,0.34
PS,Racing,0.34
DS,Role-Playing,0.34
PS3,Action,0.34
GBA,Platform,0.34
XOne,Action,0.34
DS,Action,0.34
X360,Shooter,0.34
X360,Action,0.34
2600,Action,0.34
GBA,Action,0.34
PS2,Simulation,0.34
DS,Action,0.34
Wii,Action,0.34
PS2,Adventure,0.34
SAT,Shooter,0.34
X360,Action,0.34
PS2,Racing,0.34
GBA,Platform,0.34
DS,Role-Playing,0.34
PS,Fighting,0.34
PS2,Puzzle,0.34
XB,Shooter,0.34
PS2,Simulation,0.34
2600,Action,0.34
2600,Action,0.34
X360,Action,0.34
X360,Action,0.34
Wii,Action,0.34
GC,Fighting,0.34
PS3,Action,0.34
XB,Simulation,0.34
2600,Action,0.34
Wii,Action,0.34
Wii,Action,0.34
PS3,Action,0.34
SAT,Fighting,0.34
N64,Racing,0.34
2600,Action,0.34
PS3,Action,0.34
3DS,Strategy,0.34
PS,Misc,0.34
Wii,Racing,0.34
2600,Shooter,0.34
PSP,Sports,0.34
PS2,Adventure,0.34
PS3,Action,0.34
XB,Sports,0.34
DS,Misc,0.34
PS,Shooter,0.34
DS,Puzzle,0.34
DS,Misc,0.34
XOne,Platform,0.34
DS,Puzzle,0.34
PSP,Role-Playing,0.34
DS,Simulation,0.34
PS,Action,0.34
X360,Sports,0.34
XB,Racing,0.34
3DS,Strategy,0.34
DS,Simulation,0.34
PS3,Sports,0.34
XOne,Simulation,0.34
GBA,Racing,0.34
PC,Simulation,0.34
GC,Action,0.34
DS,Simulation,0.34
PS2,Misc,0.34
PS3,Misc,0.34
PS4,Role-Playing,0.34
PS3,Misc,0.34
X360,Action,0.34
PSV,Racing,0.34
PS2,Action,0.34
DS,Action,0.34
PS,Action,0.34
PS2,Racing,0.34
DS,Adventure,0.34
X360,Shooter,0.34
XB,Shooter,0.34
DS,Action,0.34
PS2,Misc,0.34
