Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Role-Playing,0.08,0.11,0.62,0.06,0.88
Simulation,0.65,0.19,0.0,0.03,0.87
Shooter,0.49,0.33,0.0,0.06,0.87
Platform,0.49,0.33,0.0,0.06,0.87
Sports,0.7,0.11,0.0,0.06,0.87
Racing,0.38,0.4,0.0,0.09,0.87
Sports,0.0,0.0,0.87,0.0,0.87
Sports,0.71,0.11,0.0,0.06,0.87
Shooter,0.48,0.29,0.01,0.09,0.87
Shooter,0.61,0.24,0.0,0.03,0.87
Shooter,0.29,0.4,0.02,0.16,0.87
Racing,0.43,0.29,0.09,0.06,0.87
Role-Playing,0.73,0.03,0.0,0.12,0.87
Puzzle,0.61,0.19,0.0,0.07,0.87
Action,0.82,0.0,0.0,0.06,0.87
Role-Playing,0.37,0.3,0.09,0.11,0.87
Sports,0.48,0.33,0.0,0.06,0.87
Sports,0.14,0.54,0.01,0.18,0.87
Shooter,0.46,0.31,0.02,0.09,0.87
Sports,0.72,0.03,0.0,0.12,0.87
Fighting,0.46,0.29,0.0,0.12,0.87
Sports,0.48,0.33,0.0,0.06,0.87
Misc,0.2,0.44,0.0,0.23,0.87
Shooter,0.47,0.31,0.0,0.09,0.87
Fighting,0.72,0.03,0.0,0.12,0.87
Misc,0.59,0.2,0.0,0.08,0.87
Action,0.63,0.17,0.0,0.07,0.87
Shooter,0.48,0.37,0.0,0.02,0.87
Sports,0.43,0.33,0.0,0.11,0.87
Role-Playing,0.3,0.2,0.3,0.06,0.87
Puzzle,0.12,0.52,0.0,0.23,0.87
Action,0.11,0.09,0.64,0.03,0.87
Misc,0.47,0.32,0.0,0.08,0.87
Misc,0.81,0.05,0.0,0.01,0.87
Role-Playing,0.2,0.15,0.45,0.07,0.87
Misc,0.1,0.59,0.0,0.18,0.87
Action,0.0,0.0,0.86,0.0,0.86
Action,0.12,0.63,0.0,0.11,0.86
Sports,0.01,0.72,0.12,0.01,0.86
Action,0.35,0.37,0.01,0.14,0.86
Action,0.34,0.37,0.0,0.15,0.86
Role-Playing,0.54,0.06,0.21,0.05,0.86
Action,0.25,0.45,0.01,0.15,0.86
Fighting,0.42,0.33,0.0,0.11,0.86
Role-Playing,0.0,0.0,0.86,0.0,0.86
Racing,0.48,0.33,0.0,0.06,0.86
Sports,0.81,0.04,0.0,0.01,0.86
Sports,0.48,0.32,0.0,0.06,0.86
Fighting,0.22,0.34,0.18,0.12,0.86
Action,0.52,0.26,0.0,0.08,0.86
Platform,0.61,0.0,0.2,0.05,0.86
Sports,0.32,0.43,0.02,0.09,0.86
Action,0.17,0.13,0.51,0.04,0.86
Action,0.52,0.16,0.08,0.1,0.86
Racing,0.35,0.43,0.0,0.07,0.85
Sports,0.46,0.26,0.01,0.12,0.85
Sports,0.1,0.65,0.0,0.11,0.85
Action,0.47,0.32,0.0,0.06,0.85
Racing,0.46,0.31,0.0,0.08,0.85
Sports,0.78,0.01,0.0,0.07,0.85
Sports,0.79,0.0,0.0,0.07,0.85
Action,0.46,0.32,0.0,0.07,0.85
Fighting,0.14,0.09,0.57,0.06,0.85
Sports,0.64,0.18,0.0,0.03,0.85
Shooter,0.44,0.27,0.01,0.12,0.85
Simulation,0.74,0.04,0.0,0.06,0.85
Platform,0.4,0.07,0.37,0.01,0.85
Action,0.28,0.47,0.0,0.1,0.85
Action,0.47,0.32,0.0,0.06,0.85
Racing,0.7,0.06,0.0,0.09,0.85
Sports,0.36,0.35,0.0,0.14,0.85
Shooter,0.52,0.25,0.0,0.08,0.85
Action,0.31,0.0,0.0,0.53,0.85
Sports,0.47,0.32,0.0,0.06,0.85
Racing,0.42,0.32,0.0,0.11,0.85
Action,0.26,0.1,0.44,0.04,0.85
Fighting,0.32,0.25,0.2,0.08,0.85
Misc,0.52,0.25,0.0,0.07,0.85
Shooter,0.46,0.29,0.02,0.07,0.85
Action,0.28,0.37,0.03,0.16,0.84
Action,0.65,0.17,0.0,0.02,0.84
Role-Playing,0.56,0.11,0.13,0.05,0.84
Sports,0.37,0.34,0.0,0.13,0.84
Action,0.42,0.21,0.11,0.1,0.84
Action,0.68,0.0,0.0,0.16,0.84
Sports,0.75,0.01,0.01,0.07,0.84
Role-Playing,0.36,0.28,0.14,0.06,0.84
Simulation,0.46,0.3,0.0,0.09,0.84
Action,0.65,0.17,0.0,0.02,0.84
Sports,0.79,0.0,0.0,0.06,0.84
Action,0.4,0.27,0.05,0.12,0.84
Racing,0.41,0.32,0.0,0.11,0.84
Simulation,0.69,0.03,0.06,0.06,0.84
Role-Playing,0.32,0.0,0.52,0.0,0.84
Fighting,0.42,0.22,0.1,0.1,0.84
Sports,0.47,0.32,0.0,0.05,0.84
Shooter,0.52,0.25,0.0,0.07,0.84
Racing,0.41,0.32,0.0,0.11,0.84
Shooter,0.36,0.32,0.03,0.14,0.84
Role-Playing,0.24,0.16,0.39,0.05,0.84
Sports,0.41,0.32,0.0,0.11,0.84
Adventure,0.6,0.22,0.0,0.01,0.84
Sports,0.13,0.48,0.04,0.19,0.84
Shooter,0.32,0.33,0.05,0.14,0.84
Action,0.09,0.0,0.0,0.74,0.84
Racing,0.37,0.38,0.01,0.08,0.84
Puzzle,0.46,0.32,0.0,0.05,0.84
Fighting,0.44,0.31,0.0,0.08,0.83
Simulation,0.22,0.15,0.4,0.05,0.83
Action,0.24,0.19,0.34,0.06,0.83
Strategy,0.38,0.37,0.0,0.09,0.83
Sports,0.77,0.03,0.0,0.04,0.83
Action,0.6,0.22,0.0,0.01,0.83
Shooter,0.43,0.21,0.01,0.19,0.83
Sports,0.27,0.21,0.28,0.07,0.83
Shooter,0.62,0.18,0.01,0.03,0.83
Misc,0.57,0.2,0.0,0.06,0.83
Misc,0.0,0.0,0.83,0.0,0.83
Misc,0.46,0.31,0.0,0.05,0.83
Adventure,0.39,0.26,0.12,0.05,0.83
Sports,0.78,0.0,0.0,0.05,0.83
Platform,0.69,0.03,0.0,0.11,0.83
Misc,0.77,0.0,0.0,0.06,0.83
Strategy,0.58,0.17,0.0,0.07,0.83
Sports,0.41,0.32,0.0,0.11,0.83
Puzzle,0.77,0.0,0.0,0.06,0.83
Action,0.31,0.37,0.0,0.14,0.83
Fighting,0.42,0.2,0.11,0.09,0.83
Platform,0.46,0.31,0.0,0.05,0.83
Adventure,0.46,0.31,0.0,0.05,0.83
Sports,0.33,0.34,0.09,0.07,0.82
Shooter,0.58,0.22,0.0,0.03,0.82
Sports,0.72,0.02,0.0,0.09,0.82
Sports,0.46,0.21,0.0,0.15,0.82
Sports,0.64,0.17,0.0,0.02,0.82
Role-Playing,0.69,0.03,0.0,0.11,0.82
Action,0.44,0.3,0.0,0.08,0.82
Misc,0.64,0.12,0.0,0.06,0.82
Fighting,0.35,0.26,0.08,0.13,0.82
Racing,0.68,0.11,0.0,0.03,0.82
Puzzle,0.42,0.1,0.28,0.02,0.82
Fighting,0.61,0.19,0.0,0.01,0.82
Sports,0.69,0.11,0.0,0.02,0.82
Action,0.76,0.05,0.0,0.01,0.82
Adventure,0.19,0.41,0.0,0.22,0.82
Action,0.24,0.28,0.19,0.12,0.82
Role-Playing,0.42,0.19,0.14,0.06,0.82
Platform,0.4,0.31,0.0,0.1,0.82
Misc,0.33,0.35,0.0,0.14,0.82
Misc,0.47,0.28,0.0,0.07,0.82
Sports,0.56,0.11,0.0,0.15,0.82
Shooter,0.4,0.33,0.01,0.09,0.82
Simulation,0.4,0.33,0.0,0.09,0.82
Role-Playing,0.34,0.04,0.36,0.08,0.82
Misc,0.29,0.4,0.0,0.13,0.82
Sports,0.48,0.26,0.0,0.08,0.82
Sports,0.62,0.13,0.0,0.07,0.82
Action,0.67,0.07,0.0,0.07,0.82
Role-Playing,0.0,0.0,0.81,0.0,0.81
Action,0.73,0.03,0.0,0.06,0.81
Fighting,0.4,0.31,0.0,0.1,0.81
Adventure,0.0,0.0,0.81,0.0,0.81
Misc,0.33,0.25,0.07,0.17,0.81
Role-Playing,0.06,0.04,0.66,0.05,0.81
Puzzle,0.0,0.0,0.81,0.0,0.81
Racing,0.45,0.31,0.0,0.05,0.81
Sports,0.77,0.0,0.0,0.05,0.81
Action,0.63,0.16,0.0,0.02,0.81
Sports,0.0,0.0,0.76,0.05,0.81
Misc,0.32,0.35,0.0,0.13,0.81
Role-Playing,0.07,0.05,0.63,0.05,0.81
Role-Playing,0.0,0.0,0.81,0.0,0.81
Sports,0.12,0.58,0.03,0.08,0.81
Action,0.68,0.12,0.0,0.01,0.81
Platform,0.45,0.08,0.27,0.01,0.81
Shooter,0.4,0.31,0.0,0.1,0.81
Action,0.33,0.35,0.0,0.13,0.81
Role-Playing,0.0,0.0,0.81,0.0,0.81
Racing,0.32,0.4,0.0,0.09,0.81
Puzzle,0.2,0.26,0.3,0.04,0.81
Puzzle,0.45,0.31,0.0,0.05,0.81
Action,0.43,0.3,0.01,0.07,0.81
Sports,0.75,0.0,0.0,0.06,0.81
Action,0.52,0.21,0.0,0.07,0.81
Sports,0.0,0.0,0.75,0.05,0.81
Role-Playing,0.35,0.27,0.09,0.09,0.81
Simulation,0.67,0.03,0.0,0.11,0.81
Misc,0.52,0.21,0.0,0.07,0.81
Sports,0.75,0.0,0.0,0.06,0.8
Action,0.46,0.25,0.02,0.07,0.8
Fighting,0.4,0.33,0.0,0.07,0.8
Misc,0.45,0.3,0.0,0.05,0.8
Action,0.03,0.02,0.74,0.01,0.8
Simulation,0.62,0.16,0.0,0.02,0.8
Misc,0.19,0.5,0.0,0.11,0.8
Racing,0.45,0.3,0.0,0.05,0.8
Shooter,0.39,0.31,0.0,0.1,0.8
Simulation,0.19,0.39,0.0,0.22,0.8
Role-Playing,0.45,0.3,0.0,0.05,0.8
Shooter,0.36,0.37,0.0,0.07,0.8
Sports,0.09,0.33,0.2,0.18,0.8
Action,0.48,0.25,0.0,0.07,0.8
Racing,0.37,0.35,0.0,0.07,0.8
Shooter,0.33,0.35,0.0,0.13,0.8
Sports,0.44,0.19,0.03,0.13,0.8
Sports,0.43,0.29,0.0,0.08,0.8
Simulation,0.08,0.46,0.0,0.25,0.8
Action,0.48,0.28,0.0,0.04,0.8
Role-Playing,0.42,0.24,0.07,0.06,0.8
Action,0.45,0.28,0.0,0.07,0.8
Action,0.14,0.32,0.22,0.12,0.8
Misc,0.73,0.01,0.0,0.06,0.8
Strategy,0.0,0.0,0.75,0.05,0.8
Sports,0.04,0.33,0.26,0.17,0.8
Racing,0.68,0.09,0.0,0.02,0.8
Action,0.54,0.19,0.0,0.06,0.8
Misc,0.51,0.22,0.0,0.07,0.8
Sports,0.39,0.22,0.13,0.06,0.8
Role-Playing,0.0,0.0,0.8,0.0,0.8
Sports,0.0,0.0,0.8,0.0,0.8
Shooter,0.26,0.36,0.04,0.14,0.8
Action,0.47,0.24,0.01,0.08,0.79
Sports,0.05,0.3,0.29,0.16,0.79
Action,0.74,0.04,0.0,0.01,0.79
Fighting,0.66,0.02,0.0,0.11,0.79
Adventure,0.4,0.25,0.03,0.11,0.79
Platform,0.38,0.34,0.0,0.08,0.79
Misc,0.61,0.0,0.0,0.18,0.79
Racing,0.0,0.0,0.74,0.05,0.79
Role-Playing,0.42,0.03,0.3,0.04,0.79
Role-Playing,0.61,0.16,0.0,0.02,0.79
Simulation,0.0,0.0,0.74,0.05,0.79
Strategy,0.17,0.51,0.0,0.11,0.79
Racing,0.44,0.3,0.0,0.05,0.79
Sports,0.42,0.25,0.0,0.12,0.79
Action,0.62,0.11,0.0,0.07,0.79
Fighting,0.63,0.15,0.0,0.01,0.79
Platform,0.39,0.07,0.32,0.01,0.79
Role-Playing,0.32,0.2,0.21,0.06,0.79
Simulation,0.64,0.03,0.02,0.1,0.79
Simulation,0.28,0.22,0.23,0.07,0.79
Role-Playing,0.0,0.0,0.79,0.0,0.79
Shooter,0.42,0.21,0.08,0.07,0.79
Action,0.44,0.27,0.01,0.07,0.79
Action,0.71,0.02,0.0,0.06,0.79
Sports,0.75,0.03,0.0,0.01,0.79
Sports,0.16,0.52,0.0,0.11,0.79
Role-Playing,0.38,0.3,0.03,0.08,0.79
Strategy,0.49,0.19,0.01,0.1,0.79
Sports,0.65,0.03,0.0,0.11,0.79
Sports,0.24,0.49,0.0,0.05,0.79
Sports,0.22,0.32,0.17,0.07,0.79
Fighting,0.43,0.27,0.01,0.07,0.79
Action,0.27,0.2,0.27,0.05,0.79
Puzzle,0.0,0.48,0.25,0.06,0.78
Action,0.67,0.05,0.01,0.06,0.78
Shooter,0.73,0.04,0.0,0.01,0.78
Misc,0.12,0.56,0.0,0.1,0.78
Platform,0.56,0.21,0.0,0.01,0.78
Shooter,0.58,0.04,0.11,0.06,0.78
Adventure,0.01,0.77,0.0,0.0,0.78
Shooter,0.43,0.3,0.0,0.05,0.78
Misc,0.17,0.0,0.0,0.61,0.78
Puzzle,0.41,0.3,0.0,0.07,0.78
Adventure,0.72,0.0,0.0,0.06,0.78
Misc,0.0,0.69,0.0,0.09,0.78
Fighting,0.43,0.3,0.0,0.05,0.78
Action,0.72,0.0,0.0,0.06,0.78
Strategy,0.43,0.29,0.0,0.05,0.78
Puzzle,0.29,0.3,0.12,0.07,0.78
Sports,0.13,0.42,0.13,0.1,0.78
Strategy,0.11,0.43,0.0,0.24,0.78
Shooter,0.38,0.24,0.0,0.16,0.78
Sports,0.53,0.19,0.0,0.06,0.78
Action,0.55,0.15,0.03,0.06,0.78
Sports,0.65,0.02,0.0,0.11,0.78
Racing,0.24,0.33,0.01,0.2,0.78
Action,0.41,0.29,0.0,0.07,0.78
Role-Playing,0.0,0.0,0.78,0.0,0.78
Puzzle,0.72,0.05,0.0,0.01,0.78
Shooter,0.6,0.16,0.0,0.02,0.78
Platform,0.32,0.36,0.0,0.09,0.78
Sports,0.43,0.29,0.0,0.05,0.78
Action,0.34,0.35,0.0,0.08,0.78
Action,0.28,0.4,0.0,0.09,0.77
Misc,0.47,0.23,0.0,0.07,0.77
Shooter,0.66,0.02,0.03,0.06,0.77
Shooter,0.72,0.05,0.0,0.01,0.77
Racing,0.43,0.29,0.0,0.05,0.77
Misc,0.43,0.29,0.0,0.05,0.77
Sports,0.67,0.05,0.0,0.05,0.77
Action,0.72,0.04,0.0,0.01,0.77
Racing,0.23,0.32,0.03,0.19,0.77
Shooter,0.33,0.31,0.0,0.12,0.77
Role-Playing,0.22,0.14,0.32,0.1,0.77
Fighting,0.64,0.02,0.0,0.1,0.77
Fighting,0.72,0.04,0.0,0.01,0.77
Racing,0.43,0.29,0.0,0.05,0.77
Fighting,0.37,0.19,0.11,0.1,0.77
Action,0.72,0.04,0.0,0.01,0.77
Platform,0.53,0.22,0.0,0.02,0.77
Role-Playing,0.0,0.0,0.77,0.0,0.77
Action,0.55,0.2,0.0,0.01,0.77
Simulation,0.61,0.1,0.0,0.06,0.77
Action,0.43,0.27,0.0,0.06,0.77
Action,0.71,0.0,0.0,0.06,0.77
Shooter,0.38,0.29,0.0,0.1,0.77
Platform,0.38,0.29,0.0,0.1,0.77
Racing,0.21,0.14,0.38,0.04,0.77
Platform,0.45,0.17,0.14,0.01,0.77
Sports,0.38,0.29,0.0,0.1,0.77
Role-Playing,0.1,0.08,0.56,0.03,0.77
Sports,0.37,0.29,0.0,0.1,0.76
Platform,0.37,0.04,0.0,0.36,0.76
Racing,0.18,0.12,0.42,0.05,0.76
Shooter,0.22,0.4,0.01,0.14,0.76
Adventure,0.22,0.47,0.0,0.08,0.76
Simulation,0.3,0.37,0.03,0.07,0.76
Racing,0.36,0.38,0.0,0.03,0.76
Action,0.64,0.02,0.0,0.1,0.76
Fighting,0.37,0.29,0.0,0.1,0.76
Fighting,0.17,0.11,0.43,0.05,0.76
Fighting,0.47,0.18,0.0,0.12,0.76
Sports,0.0,0.0,0.71,0.05,0.76
Shooter,0.38,0.24,0.08,0.06,0.76
Fighting,0.35,0.24,0.07,0.1,0.76
Shooter,0.33,0.32,0.0,0.11,0.76
Misc,0.7,0.01,0.0,0.06,0.76
Sports,0.09,0.43,0.11,0.13,0.76
Puzzle,0.29,0.39,0.0,0.08,0.76
Action,0.38,0.26,0.0,0.12,0.76
Role-Playing,0.0,0.0,0.76,0.0,0.76
Sports,0.59,0.16,0.0,0.01,0.76
Misc,0.0,0.0,0.76,0.0,0.76
Role-Playing,0.09,0.03,0.62,0.02,0.76
Shooter,0.37,0.29,0.0,0.1,0.76
Sports,0.11,0.29,0.0,0.36,0.76
Sports,0.67,0.04,0.0,0.05,0.76
Shooter,0.36,0.31,0.01,0.08,0.76
Action,0.14,0.48,0.0,0.14,0.76
Fighting,0.61,0.12,0.0,0.03,0.76
Adventure,0.27,0.15,0.3,0.04,0.76
Adventure,0.54,0.2,0.0,0.01,0.76
Sports,0.24,0.46,0.0,0.06,0.76
Fighting,0.31,0.24,0.13,0.08,0.76
Racing,0.16,0.38,0.01,0.21,0.76
Shooter,0.29,0.32,0.01,0.13,0.76
Role-Playing,0.48,0.2,0.01,0.06,0.76
Action,0.57,0.02,0.07,0.09,0.76
Fighting,0.37,0.29,0.0,0.1,0.76
Sports,0.28,0.39,0.0,0.09,0.76
Misc,0.24,0.44,0.0,0.08,0.76
Action,0.18,0.38,0.06,0.14,0.76
Simulation,0.6,0.09,0.02,0.05,0.76
Role-Playing,0.0,0.0,0.76,0.0,0.76
Strategy,0.12,0.53,0.0,0.11,0.76
Misc,0.47,0.21,0.01,0.07,0.75
Role-Playing,0.67,0.03,0.0,0.06,0.75
Platform,0.21,0.0,0.0,0.54,0.75
Fighting,0.41,0.21,0.0,0.14,0.75
Misc,0.41,0.24,0.0,0.11,0.75
Platform,0.3,0.21,0.2,0.05,0.75
Adventure,0.17,0.39,0.0,0.19,0.75
Misc,0.47,0.19,0.0,0.09,0.75
Action,0.41,0.22,0.01,0.11,0.75
Fighting,0.51,0.17,0.0,0.07,0.75
Action,0.46,0.21,0.01,0.07,0.75
Action,0.36,0.28,0.0,0.11,0.75
Action,0.37,0.29,0.0,0.1,0.75
Racing,0.63,0.11,0.0,0.01,0.75
Action,0.43,0.26,0.0,0.06,0.75
Shooter,0.3,0.24,0.13,0.08,0.75
Shooter,0.33,0.28,0.02,0.12,0.75
Fighting,0.28,0.19,0.23,0.05,0.75
Sports,0.69,0.0,0.0,0.06,0.75
Shooter,0.28,0.29,0.0,0.18,0.75
Sports,0.48,0.24,0.0,0.03,0.75
Role-Playing,0.32,0.18,0.19,0.05,0.75
Action,0.31,0.32,0.0,0.13,0.75
Action,0.42,0.26,0.0,0.07,0.75
Racing,0.31,0.31,0.01,0.12,0.75
Fighting,0.22,0.17,0.3,0.06,0.75
Sports,0.62,0.02,0.0,0.1,0.75
Misc,0.4,0.28,0.0,0.07,0.75
Shooter,0.46,0.22,0.01,0.06,0.75
Platform,0.2,0.43,0.01,0.11,0.75
Role-Playing,0.49,0.16,0.0,0.09,0.75
Sports,0.29,0.37,0.0,0.08,0.75
Adventure,0.55,0.14,0.0,0.05,0.75
Action,0.3,0.16,0.22,0.07,0.74
Fighting,0.0,0.0,0.74,0.0,0.74
Misc,0.36,0.28,0.0,0.1,0.74
Role-Playing,0.2,0.22,0.24,0.09,0.74
Racing,0.36,0.28,0.0,0.1,0.74
Shooter,0.42,0.19,0.0,0.14,0.74
Role-Playing,0.36,0.3,0.02,0.06,0.74
Action,0.41,0.27,0.0,0.06,0.74
Fighting,0.67,0.01,0.0,0.06,0.74
Role-Playing,0.16,0.3,0.25,0.04,0.74
Misc,0.42,0.16,0.15,0.01,0.74
Shooter,0.29,0.32,0.01,0.12,0.74
Action,0.31,0.35,0.02,0.06,0.74
Racing,0.22,0.37,0.02,0.13,0.74
Sports,0.7,0.0,0.0,0.05,0.74
Misc,0.68,0.0,0.0,0.05,0.74
Racing,0.61,0.1,0.0,0.03,0.74
Action,0.16,0.45,0.0,0.13,0.74
Action,0.53,0.2,0.0,0.01,0.74
Sports,0.36,0.28,0.0,0.09,0.74
Action,0.36,0.3,0.0,0.08,0.74
Racing,0.41,0.28,0.0,0.05,0.74
Fighting,0.27,0.25,0.14,0.08,0.74
Shooter,0.59,0.12,0.0,0.03,0.74
Puzzle,0.16,0.06,0.5,0.02,0.74
Action,0.17,0.41,0.0,0.15,0.74
Sports,0.22,0.38,0.0,0.14,0.74
Fighting,0.3,0.12,0.24,0.07,0.74
Role-Playing,0.31,0.11,0.3,0.02,0.74
Simulation,0.44,0.01,0.25,0.04,0.74
Role-Playing,0.28,0.16,0.22,0.08,0.73
Simulation,0.63,0.05,0.0,0.06,0.73
Sports,0.14,0.09,0.46,0.05,0.73
Fighting,0.0,0.0,0.73,0.0,0.73
Platform,0.4,0.15,0.17,0.01,0.73
Shooter,0.23,0.41,0.0,0.09,0.73
Puzzle,0.0,0.0,0.73,0.0,0.73
Fighting,0.55,0.17,0.0,0.01,0.73
Racing,0.11,0.51,0.01,0.09,0.73
Sports,0.63,0.04,0.0,0.06,0.73
Platform,0.37,0.0,0.32,0.04,0.73
Platform,0.41,0.28,0.0,0.05,0.73
Misc,0.0,0.0,0.73,0.0,0.73
Platform,0.54,0.16,0.0,0.03,0.73
Shooter,0.68,0.04,0.0,0.01,0.73
Sports,0.61,0.07,0.0,0.05,0.73
Role-Playing,0.32,0.34,0.0,0.07,0.73
Adventure,0.67,0.01,0.0,0.05,0.73
Racing,0.23,0.41,0.01,0.08,0.73
Sports,0.67,0.0,0.0,0.06,0.73
Misc,0.0,0.0,0.73,0.0,0.73
Strategy,0.54,0.16,0.0,0.03,0.73
Puzzle,0.47,0.02,0.17,0.08,0.73
Action,0.52,0.19,0.0,0.01,0.73
Action,0.47,0.14,0.02,0.09,0.73
Action,0.33,0.32,0.0,0.08,0.73
Sports,0.36,0.28,0.0,0.09,0.73
Racing,0.52,0.15,0.0,0.06,0.73
Simulation,0.34,0.31,0.0,0.08,0.73
Sports,0.38,0.28,0.0,0.06,0.72
Simulation,0.16,0.02,0.53,0.01,0.72
Shooter,0.56,0.15,0.0,0.02,0.72
Strategy,0.26,0.36,0.0,0.1,0.72
Platform,0.35,0.3,0.0,0.07,0.72
Action,0.52,0.19,0.0,0.01,0.72
Action,0.6,0.02,0.0,0.1,0.72
Action,0.19,0.46,0.0,0.08,0.72
Action,0.0,0.0,0.72,0.0,0.72
Role-Playing,0.32,0.22,0.08,0.1,0.72
Strategy,0.0,0.0,0.67,0.05,0.72
Shooter,0.4,0.27,0.0,0.05,0.72
Sports,0.59,0.02,0.01,0.1,0.72
Shooter,0.53,0.17,0.0,0.03,0.72
Sports,0.6,0.02,0.0,0.1,0.72
Racing,0.4,0.27,0.0,0.05,0.72
Action,0.0,0.0,0.7,0.02,0.72
Action,0.35,0.3,0.0,0.07,0.72
Sports,0.67,0.0,0.0,0.05,0.72
Fighting,0.4,0.27,0.0,0.05,0.72
Action,0.35,0.31,0.0,0.06,0.72
Misc,0.35,0.28,0.0,0.09,0.72
Platform,0.67,0.04,0.0,0.01,0.72
Shooter,0.18,0.38,0.02,0.13,0.72
Action,0.23,0.31,0.0,0.18,0.72
Sports,0.62,0.04,0.0,0.06,0.72
Puzzle,0.51,0.19,0.0,0.01,0.72
Racing,0.25,0.39,0.0,0.08,0.72
Sports,0.66,0.0,0.0,0.05,0.72
Role-Playing,0.26,0.19,0.22,0.04,0.72
Simulation,0.05,0.04,0.61,0.01,0.72
Adventure,0.3,0.15,0.2,0.07,0.72
Action,0.4,0.27,0.0,0.05,0.72
Sports,0.13,0.5,0.0,0.09,0.72
Shooter,0.0,0.69,0.0,0.03,0.72
Shooter,0.19,0.53,0.0,0.0,0.71
Action,0.45,0.24,0.0,0.03,0.71
Sports,0.67,0.02,0.0,0.03,0.71
Role-Playing,0.18,0.01,0.5,0.02,0.71
Sports,0.66,0.0,0.0,0.05,0.71
Simulation,0.42,0.23,0.0,0.06,0.71
Action,0.16,0.13,0.37,0.06,0.71
Fighting,0.35,0.27,0.0,0.09,0.71
Sports,0.17,0.4,0.0,0.14,0.71
Action,0.23,0.15,0.29,0.05,0.71
Action,0.18,0.08,0.41,0.04,0.71
Racing,0.35,0.27,0.0,0.09,0.71
Role-Playing,0.33,0.07,0.27,0.04,0.71
Sports,0.6,0.04,0.0,0.07,0.71
Fighting,0.55,0.14,0.0,0.02,0.71
Racing,0.4,0.27,0.0,0.05,0.71
Adventure,0.49,0.2,0.0,0.02,0.71
Action,0.35,0.27,0.0,0.09,0.71
Sports,0.65,0.0,0.0,0.06,0.71
Role-Playing,0.29,0.25,0.06,0.11,0.71
Strategy,0.49,0.13,0.07,0.02,0.71
Misc,0.42,0.22,0.0,0.07,0.71
Sports,0.66,0.0,0.0,0.05,0.71
Platform,0.55,0.14,0.0,0.02,0.71
Action,0.51,0.19,0.0,0.01,0.71
Action,0.35,0.27,0.0,0.09,0.71
Misc,0.0,0.0,0.71,0.0,0.71
Racing,0.51,0.18,0.0,0.01,0.71
Fighting,0.57,0.13,0.0,0.01,0.71
Action,0.39,0.09,0.17,0.06,0.71
Action,0.14,0.37,0.0,0.19,0.71
Role-Playing,0.0,0.0,0.71,0.0,0.71
Puzzle,0.2,0.05,0.44,0.02,0.71
Sports,0.0,0.6,0.0,0.1,0.71
Fighting,0.15,0.1,0.41,0.05,0.71
Fighting,0.22,0.31,0.0,0.17,0.71
Misc,0.39,0.27,0.0,0.05,0.71
Shooter,0.39,0.27,0.0,0.05,0.71
Action,0.37,0.26,0.01,0.06,0.71
Role-Playing,0.41,0.23,0.0,0.07,0.71
Shooter,0.53,0.15,0.0,0.03,0.71
Sports,0.65,0.0,0.0,0.05,0.71
Sports,0.5,0.14,0.0,0.07,0.71
Shooter,0.3,0.29,0.0,0.11,0.71
Action,0.35,0.21,0.0,0.14,0.71
Sports,0.15,0.39,0.01,0.16,0.71
Sports,0.06,0.5,0.0,0.15,0.7
Sports,0.55,0.1,0.0,0.05,0.7
Sports,0.54,0.14,0.0,0.02,0.7
Role-Playing,0.34,0.18,0.12,0.06,0.7
Puzzle,0.0,0.0,0.7,0.0,0.7
Strategy,0.39,0.27,0.0,0.05,0.7
Simulation,0.32,0.31,0.0,0.07,0.7
Action,0.52,0.16,0.0,0.02,0.7
Sports,0.65,0.0,0.0,0.05,0.7
Shooter,0.34,0.27,0.0,0.09,0.7
Simulation,0.54,0.1,0.0,0.06,0.7
Sports,0.54,0.14,0.0,0.02,0.7
Action,0.5,0.19,0.0,0.01,0.7
Racing,0.34,0.27,0.0,0.09,0.7
Sports,0.39,0.27,0.0,0.05,0.7
Role-Playing,0.48,0.19,0.0,0.03,0.7
Shooter,0.28,0.3,0.0,0.12,0.7
Simulation,0.39,0.25,0.0,0.06,0.7
Action,0.39,0.25,0.0,0.06,0.7
Action,0.19,0.36,0.01,0.13,0.7
Role-Playing,0.04,0.03,0.58,0.05,0.7
Strategy,0.5,0.19,0.0,0.01,0.7
Adventure,0.38,0.25,0.0,0.07,0.7
Simulation,0.43,0.2,0.0,0.06,0.7
Platform,0.52,0.01,0.12,0.05,0.7
Racing,0.34,0.27,0.0,0.09,0.7
Simulation,0.34,0.26,0.0,0.1,0.7
Action,0.13,0.4,0.0,0.16,0.7
Sports,0.39,0.26,0.0,0.05,0.7
Action,0.34,0.27,0.0,0.09,0.7
Simulation,0.16,0.13,0.36,0.04,0.7
Action,0.21,0.18,0.22,0.08,0.7
Shooter,0.34,0.27,0.0,0.09,0.7
Sports,0.38,0.26,0.0,0.06,0.7
Sports,0.64,0.0,0.0,0.05,0.7
Adventure,0.37,0.14,0.17,0.01,0.7
Role-Playing,0.0,0.0,0.7,0.0,0.7
Platform,0.5,0.18,0.0,0.01,0.7
Action,0.65,0.04,0.0,0.01,0.69
Sports,0.38,0.26,0.0,0.06,0.69
Action,0.28,0.31,0.05,0.05,0.69
Action,0.42,0.21,0.0,0.06,0.69
